broker_id,broker_group,branch_name,city,broker_name,source,note,broker_org_type,seat_type,is_proprietary,id_quality,broker_category_ids
075T,第一銀行,總部,台北市,第一銀行,finmind,,local,hq,N,official,"BR01,SE01,ID01"
087T,臺灣銀行,總部,台北市,臺灣銀行,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1020,合庫,總部,台北市,合庫,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1021,合庫,台中,台中市,合庫-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1022,合庫,台南,台南市,合庫-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1023,合庫,高雄,高雄市,合庫-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1024,合庫,嘉義,嘉義市,合庫-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1025,合庫,基隆,基隆市,合庫-基隆,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1028,合庫,彰化,彰化縣,合庫-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1029,合庫,鳳山,高雄市,合庫-鳳山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
102A,合庫,新竹,新竹市,合庫-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
102C,合庫,自強,台北市,合庫-自強,finmind,,local,branch,N,official,"BR01,SE02,ID01"
102E,合庫,桃園,桃園市,合庫-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
102F,合庫,西台中,台中市,合庫-西台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
102G,合庫,三重,新北市,合庫-三重,finmind,,local,branch,N,official,"BR01,SE02,ID01"
102Q,合庫,國際證券,台北市,合庫-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
102T,合庫自營,總部,台北市,合庫自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
1030,土銀,總部,台北市,土銀,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1031,土銀,台中,台中市,土銀-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1032,土銀,台南,台南市,土銀-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1033,土銀,高雄,高雄市,土銀-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1034,土銀,嘉義,嘉義市,土銀-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1035,土銀,新竹,新竹市,土銀-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1036,土銀,玉里,花蓮縣,土銀-玉里,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1037,土銀,花蓮,花蓮縣,土銀-花蓮,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1038,土銀,和平,台北市,土銀-和平,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1039,土銀,士林,台北市,土銀-士林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
103A,土銀,建國,高雄市,土銀-建國,finmind,,local,branch,N,official,"BR01,SE02,ID01"
103B,土銀,彰化,彰化市,土銀-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
103C,土銀,白河,台南市,土銀-白河,finmind,,local,branch,N,official,"BR01,SE02,ID01"
103F,土銀,南港,台北市,土銀-南港,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1040,臺銀證券,總部,台北市,臺銀證券,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1041,臺銀,鳳山,鳳山市,臺銀-鳳山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1042,臺銀,臺南,台南市,臺銀-臺南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1043,臺銀,民權,台北市,臺銀-民權,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1045,臺銀,新竹,新竹市,臺銀-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
104A,臺銀,臺中,台中市,臺銀-臺中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
104C,臺銀,高雄,高雄市,臺銀-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
104D,臺銀,金山,台北市,臺銀-金山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
104T,臺銀自營,總部,台北市,臺銀自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
1110,台灣企銀,總部,台北市,台灣企銀,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1111,台灣企銀,台中,台中市,台灣企銀-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1112,台灣企銀,台南,台南市,台灣企銀-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1113,台灣企銀,九如,高雄市,台灣企銀-九如,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1114,台灣企銀,嘉義,嘉義市,台灣企銀-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1115,台灣企銀,太平,台中市,台灣企銀-太平,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1116,台灣企銀,屏東,屏東市,台灣企銀-屏東,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1117,台灣企銀,竹北,新竹縣,台灣企銀-竹北,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1118,台灣企銀,豐原,台中市,台灣企銀-豐原,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1119,台灣企銀,岡山,高雄市,台灣企銀-岡山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
111A,台灣企銀,民雄,嘉義縣,台灣企銀-民雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
111B,台灣企銀,建成,台北市,台灣企銀-建成,finmind,,local,branch,N,official,"BR01,SE02,ID01"
111C,台灣企銀,三民,高雄市,台灣企銀-三民,finmind,,local,branch,N,official,"BR01,SE02,ID01"
111E,臺灣企銀,桃園,桃園市,臺灣企銀-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
111F,台灣企銀,北高雄,高雄市,台灣企銀-北高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
111G,臺灣企銀,埔墘,新北市,臺灣企銀-埔墘,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1160,日盛,總部,台北市,日盛,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1161,日盛,忠孝,台北市,日盛-忠孝,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1162,日盛,台南,台南市,日盛-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1163,日盛,台中,台中市,日盛-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1164,日盛,內湖,台北市,日盛-內湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1165,日盛,板橋,新北市,日盛-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1166,日盛,雙和,新北市,日盛-雙和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1167,日盛,嘉義,嘉義市,日盛-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1168,日盛,高雄,高雄市,日盛-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1169,日盛,士林,台北市,日盛-士林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116A,日盛,木柵,台北市,日盛-木柵,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116B,日盛,中壢,桃園市,日盛-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116C,日盛,八德,桃園市,日盛-八德,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116E,日盛,三重,新北市,日盛-三重,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116F,日盛,員林,彰化縣,日盛-員林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116G,日盛,景美,台北市,日盛-景美,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116H,日盛,新竹,新竹市,日盛-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116J,日盛,板橋中山,新北市,日盛-板橋中山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116K,日盛,花蓮,花蓮市,日盛-花蓮,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116L,日盛,大墩,台中市,日盛-大墩,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116M,日盛,屏東,屏東市,日盛-屏東,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116N,日盛,永康,台南市,日盛-永康,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116P,日盛,信義,台北市,日盛-信義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116Q,日盛,二林,彰化縣,日盛-二林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116S,日盛,新莊,新北市,日盛-新莊,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116U,日盛,桃園,桃園市,日盛-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116V,日盛,斗六,雲林縣,日盛-斗六,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116W,日盛,鳳山,高雄市,日盛-鳳山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116X,日盛,宜蘭,宜蘭縣,日盛-宜蘭,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116Z,日盛,中和,台北縣,日盛-中和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116b,日盛,園區,新竹市,日盛-園區,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116c,日盛,豐原,台中市,日盛-豐原,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116d,日盛,三峽,新北市,日盛-三峽,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116e,日盛,竹北,新竹縣,日盛-竹北,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116f,日盛,復興,台北市,日盛-復興,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116g,日盛,龍潭,桃園市,日盛-龍潭,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116i,日盛,樹林,新北市,日盛-樹林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116j,日盛,頭份,苗栗縣,日盛-頭份,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116k,日盛,北高雄,高雄市,日盛-北高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116m,日盛,和美,彰化縣,日盛-和美,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116r,日盛,文化,新北市,日盛-文化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
116s,日盛,土城,新北市,日盛-土城,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1230,彰銀,總部,台北市,彰銀,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1232,彰銀,七賢,高雄市,彰銀-七賢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1233,彰銀,台中,台中市,彰銀-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1260,宏遠,總部,台北市,宏遠,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1261,宏遠,民生,台北市,宏遠-民生,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1262,宏遠,桃園,桃園市,宏遠-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
126D,宏遠,台南,台南市,宏遠-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
126H,宏遠,中和,新北市,宏遠-中和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
126L,宏遠,台中,台中市,宏遠-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
126Q,宏遠,高雄,高雄市,宏遠-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
126T,宏遠自營,總部,台北市,宏遠自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
126U,宏遠,館前,台北市,宏遠-館前,finmind,,local,branch,N,official,"BR01,SE02,ID01"
126X,宏遠,新化,台南市,宏遠-新化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
126i,宏遠,光隆,花蓮縣,宏遠-光隆,finmind,,local,branch,N,official,"BR01,SE02,ID01"
1360,港商麥格理,總部,台北市,港商麥格理,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1380,台灣匯立,總部,台北市,台灣匯立,finmind,,local,hq,N,official,"BR01,SE01,ID01"
1440,美林,總部,台北市,美林,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1470,台灣摩根士丹利,總部,台北市,台灣摩根士丹利,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1480,美商高盛,總部,台北市,美商高盛,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1520,瑞士信貸,總部,台北市,瑞士信貸,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1560,港商野村,總部,台北市,港商野村,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1570,港商法國興業,總部,台北市,港商法國興業,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1590,花旗環球,總部,台北市,花旗環球,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
1650,新加坡商瑞銀,總部,台北市,新加坡商瑞銀,finmind,,foreign,hq,N,official,"BR02,SE01,ID01"
2180,亞東,總部,台北市,亞東,finmind,,local,hq,N,official,"BR01,SE01,ID01"
2181,亞東,板橋,台北縣,亞東-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
2184,亞東,新竹,新竹市,亞東-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
2185,亞東,台南,台南市,亞東-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
2186,亞東,高雄,高雄市,亞東-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
2187,亞東,台中,台中市,亞東-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
218A,亞東,國際證券,新北市,亞東-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
2200,元大期貨,總部,台北市,元大期貨,finmind,,local,hq,N,official,"BR01,SE01,ID01"
2210,群益期貨,總部,台北市,群益期貨,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5050,大展,總部,台北市,大展,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5058,大展,台南,台南市,大展-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
505T,大展自營,總部,台北市,大展自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
5110,富隆,總部,台北市,富隆,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5260,美好,總部,台北市,美好,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5261,美好,蘆洲,新北市,美好-蘆洲,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5262,美好,楊梅,桃園市,美好-楊梅,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5263,美好,泰山,新北市,美好-泰山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5264,美好,高雄,高雄市,美好-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5265,美好,苗栗,苗栗縣,美好-苗栗,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5266,美好,中壢,桃園市,美好-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5267,美好,基隆,基隆市,美好-基隆,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5268,美好,台南,台南市,美好-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5269,美好,台中,台中市,美好-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
526A,美好,中和,新北市,美好-中和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
526K,美好,富順,新北市,美好-富順,finmind,,local,branch,N,official,"BR01,SE02,ID01"
526M,美好,市政,台中市,美好-市政,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5320,高橋,總部,桃園市,高橋,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5321,高橋,龍潭,桃園市,高橋-龍潭,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5322,高橋,中壢,桃園市,高橋-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5323,高橋,內壢,桃園市,高橋-內壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5380,第一金,總部,台北市,第一金,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5381,第一金,員林,彰化縣,第一金-員林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5382,第一金,台中,台中市,第一金-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5383,第一金,高雄,高雄市,第一金-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5384,第一金,台南,台南市,第一金-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5385,第一金,桃園,桃園市,第一金-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5386,第一金,彰化,彰化縣,第一金-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5387,第一金,澎湖,澎湖縣,第一金-澎湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5389,第一金,中山,台北市,第一金-中山,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538A,第一金,新興,高雄市,第一金-新興,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538B,第一金,新竹,新竹市,第一金-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538C,第一金,光復,台北市,第一金-光復,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538D,第一金,忠孝,台北市,第一金-忠孝,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538E,第一金,自由,台中市,第一金-自由,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538F,第一金,大稻埕,台北市,第一金-大稻埕,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538I,第一金,頭份,苗栗縣,第一金-頭份,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538M,第一金,嘉義,嘉義市,第一金-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538N,第一金,豐原,台中市,第一金-豐原,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538P,第一金,路竹,高雄市,第一金-路竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538T,第一金自營,總部,台北市,第一金自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
538W,第一金,華江,新北市,第一金-華江,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538Y,第一金,中壢,桃園市,第一金-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538a,第一金,國際證券,台北市,第一金-國際證券,finmind,,local,branch,N,official,"BR01,SE02,ID01"
538j,第一金,安和,台北市,第一金-安和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5460,寶盛,總部,台中市,寶盛,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5600,永興,總部,台北市,永興,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5602,永興,水湳,台中市,永興-水湳,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5603,永興,台中,台中市,永興-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5604,永興,大墩,台中市,永興-大墩,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5660,日進,總部,苗栗縣,日進,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5850,統一,總部,台北市,統一,finmind,,local,hq,N,official,"BR01,SE01,ID01"
5851,統一,高雄,高雄市,統一-高雄,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5852,統一,敦南,台北市,統一-敦南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5853,統一,中壢,桃園市,統一-中壢,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5854,統一,城中,台北市,統一-城中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5855,統一,台南,台南市,統一-台南,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5856,統一,台中,台中市,統一-台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5857,統一,新竹,新竹市,統一-新竹,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5858,統一,嘉義,嘉義市,統一-嘉義,finmind,,local,branch,N,official,"BR01,SE02,ID01"
5859,統一,屏東,屏東縣,統一-屏東,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585A,統一,基隆,基隆市,統一-基隆,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585B,統一,永和,新北市,統一-永和,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585D,統一,新台中,台中市,統一-新台中,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585E,統一,新營,台南市,統一-新營,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585F,統一,彰化,彰化縣,統一-彰化,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585H,統一,桃園,桃園市,統一-桃園,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585I,統一,員林,彰化縣,統一-員林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585J,統一,三重,新北市,統一-三重,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585M,統一,士林,台北市,統一-士林,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585P,統一,板橋,新北市,統一-板橋,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585Q,統一,三多,高雄市,統一-三多,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585R,統一,東湖,台北市,統一-東湖,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585S,統一,宜蘭,宜蘭縣,統一-宜蘭,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585T,統一自營,總部,台北市,統一自營,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01"
585U,統一,南京,台北市,統一-南京,finmind,,local,branch,N,official,"BR01,SE02,ID01"
585W,統一,金門,金門縣,統一-金門,finmind,,local,branch,N,official,"BR01,SE02,ID01"
