公司代號,公司簡稱,產業別,住址,發言人,實收資本額,已發行普通股數,Latitude,Longitude
4108,懷特,22,台北市復興北路167號5樓之1,黃智圓,"$1,986,188,790","198,618,879",25.053975,121.5443208
4119,旭富,22,桃園市蘆竹區濱海里13鄰海湖北路309巷61號,楊文禎,"$1,195,086,340","119,508,634",25.1134922,121.263236
4133,亞諾法,22,台北市內湖區洲子街108號9樓,紀姵如,"$605,535,940","60,553,594",25.0804461,121.5696395
4137,麗豐-KY,22,台北市信義區松仁路107號10樓,葉建志,"$824,923,500","82,492,350",25.0355588,121.5694692
4142,國光生,22,427台中市潭子區潭興路一段3號,潘飛,"$4,295,077,500","429,507,750",24.2033558,120.7285905
4148,全宇生技-KY,22,台北市松山區復興北路181號7樓之4(訴訟及非訟代理人聯絡處),石景薇,"$672,357,010","67,235,701",25.0547562,121.5443244
4155,訊映,22,300新竹市公道五路二段91號,侯奇政,"$1,448,141,640","144,814,164",24.7982115,121.0068984
4164,承業醫,22,台北市內湖區行愛路88號,李明倫,"$1,953,109,890","195,310,989",25.0626514,121.5807471
4190,佐登-KY,22,"Oleander Way, 802 West Bay Road, P.O.Box 32052, Grand Cayman",陳佳琦,"$616,688,120","61,668,812",19.3289301,-81.3805826
4306,炎洲,3,臺北市內湖區行善路397號7樓,張詠傑,"$6,767,572,160","676,757,216",25.0644939,121.5860961
4414,如興,4,台北市松山區復興北路57號13樓之4,許益瑞,"$2,637,957,730","263,795,773",25.0503557,121.5442119
4426,利勤,4,雲林縣斗六市斗工十二路5號,簡瑋倫,"$1,726,771,980","172,677,198",23.7116158,120.5956631
4438,廣越,4,台北市內湖區瑞光路607號6樓,彭昶惟,"$1,134,254,550","113,425,455",25.080259,121.566814
4439,冠星-KY,4,臺北市中山區南京東路2段178號7樓(台灣分公司),林經偉,"$380,992,910","38,099,291",25.051898,121.5281835
4440,宜新實業,4,台北巿內湖區瑞光路268號11樓,陳淑慧,"$675,980,000","67,598,000",25.0755607,121.5754825
4441,振大環球,4,台北市松山區復興北路73 號4 樓,李哲宇,"$681,755,780","68,175,578",25.0510882,121.5443585
4526,東台,5,高雄市路竹區路科三路三號,嚴璐,"$2,548,264,610","254,826,461",22.8346457,120.260239
4532,瑞智,5,桃園市觀音區成功路二段943號,柯志成,"$5,048,951,050","504,895,105",25.042451,121.1058034
4536,拓凱,37,(421)臺中市后里區廣福里星科路18號,鄒國泰,"$908,200,000","90,820,000",24.288682,120.7279761
4540,全球傳動,5,新北市樹林區三多路123號,江文隆,"$1,130,766,510","113,076,651",25.008332,121.4136401
4545,銘鈺,28,桃園市觀音區國瑞路2號,蕭佳伶,"$770,000,000","77,000,000",25.0592478,121.1115825
4551,智伸科,12,新北市汐止區新台五路一段102號16樓,林慈青,"$1,152,224,980","115,222,498",25.0604157,121.648545
4552,力達-KY,5,台北市大安區忠孝東路四段270號17樓,陳乙平,"$1,160,000,000","116,000,000",25.0411335,121.5548213
4555,氣立,5,新北市泰山區貴鳳街21 號,蘇志安,"$699,876,530","69,987,653",25.031094,121.422233
4557,永新-KY,12,嘉義市吳鳳北路381號5樓,張原智,"$479,718,400","47,971,840",23.484184,120.4521609
4560,強信-KY,5,桃園市龜山區建國東路89號,綦秉信,"$680,972,400","68,097,240",24.9874049,121.324844
4562,穎漢,5,台南市安南區科技一路50號,黃國章,"$875,460,000","87,546,000",23.0362245,120.1464244
4564,元翎,5,雲林縣虎尾鎮科虎三路18號,莊惠萍,"$2,327,883,030","232,788,303",23.7357829,120.395916
4566,時碩工業,5,新北市汐止區新台五路一段94號15樓,林宜正,"$1,099,547,420","109,954,742",25.0606309,121.6489426
4569,六方科-KY,12,臺北市信義區基隆路2段189號4樓之2,王威能,"$306,000,000","30,600,000",25.0248595,121.5534157
4571,鈞興-KY,5,台北市大安區信義路三段106號4樓之3,張朝文,"$530,171,150","53,017,115",25.0332918,121.5383471
4572,駐龍,5,高雄市仁武區八德二路166號,李汶育,"$400,000,000","40,000,000",22.7009478,120.3261757
4576,大銀微系統,5,台中市南屯區春社里精科中路6號,蔡弘毅,"$1,198,018,480","119,801,848",24.145269,120.600102
4581,光隆精密-KY,12,台中市大雅區雅潭路三段470號,邱柏凱,"$338,990,000","33,899,000",24.2159407,120.6713732
4583,台灣精銳,5,台中市西屯區科園三路 10 號,郭崇哲,"$801,713,510","80,171,351",24.2040967,120.6034033
4585,達明,31,桃園市龜山區華亞二路58-2號5樓,王偉霖,"$1,028,000,000","102,800,000",25.0501645,121.3766303
4588,玖鼎電力,31,新竹科學園區新竹縣寶山鄉工業東九路3-2號4樓,曾文良,"$429,850,000","42,985,000",24.7721151,121.008586
4590,富田-創,5,苗栗縣銅鑼鄉銅科六路6號,林宗達,"$548,384,000","54,838,400",24.4481942,120.792458
4720,德淵,21,新北市五股區五權六路9號,高志文,"$1,145,160,370","114,516,037",25.0645154,121.449329
4722,國精化,21,高雄市永安區維新里永工五路2號,何印唐,"$1,018,511,590","101,851,159",22.80944,120.2537405
4736,泰博,22,新北市五股區五工二路127號6樓,陳朝旺,"$953,744,690","95,374,469",25.0712929,121.453414
4737,華廣,22,台中市南區大慶街二段100號,黃椿木,"$672,726,530","67,272,653",24.1177809,120.6495162
4739,康普,21,新竹縣湖口鄉文化路11號,陸柏儒,"$1,186,492,690","118,649,269",24.8660068,121.0117157
4746,台耀,22,桃園市蘆竹區坑口里和平街36號,羅玉貞,"$1,202,559,630","120,255,963",25.0927793,121.2770017
4755,三福化,21,(10405)台北市中山北路二段21號5樓,羅主誠,"$1,007,060,000","100,706,000",25.0529832,121.5228594
4763,材料*-KY,21,台北市信義區光復南路419巷18號6樓,陳界瑞,"$989,146,670","989,146,670",25.0364266,121.5583326
4764,雙鍵,21,新北市中和區中正路959號4樓,陳仲平,"$855,420,620","85,542,062",25.0071081,121.4830304
4766,南寶,21,台南市西港區中山路519號,孫宇平,"$1,205,707,800","120,570,780",23.1323278,120.1996108
4770,上品,21,彰化縣線西鄉線工南二路20號,李遠忠,"$799,760,000","79,976,000",24.1345865,120.4335004
4771,望隼,22,苗栗縣竹南鎮公義里友義路66號3樓,李幸娟,"$585,277,000","58,527,700",24.7231588,120.909322
4807,日成-KY,18,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West",林如茵,"$383,960,320","38,396,032",,
4904,遠傳,27,台北市瑞光路468號5樓,賴晴風,"$36,070,253,570","3,607,025,357",25.078345,121.569943
4906,正文,27,新竹縣湖口鄉新竹工業區中華路15-1號,楊正任,"$4,275,941,110","427,594,111",24.8717938,121.0093942
4912,聯德控股-KY,28,台北市南港區園區街3號12樓之3,陳玉軒(代),"$670,930,990","67,093,099",25.0581285,121.6122269
4915,致伸,28,台北市內湖區瑞光路669號,蕭英怡,"$4,711,428,240","471,142,824",25.0810025,121.5656094
4916,事欣科,25,桃園市中壢區領航南路三段188號15樓,吳秀碧,"$1,232,110,820","123,211,082",25.0098561,121.2199584
4919,新唐,24,新竹科學園區研新三路4號,賴秀芬,"$4,197,652,680","419,765,268",24.7790114,120.990678
4927,泰鼎-KY,28,台北市松山區敦化北路205號5樓503室,吳森田,"$2,649,379,880","264,937,988",25.0574842,121.5497319
4930,燦星網,6,台北市內湖區堤頂大道一段333號6樓,暫缺,"$800,000,000","80,000,000",25.0631512,121.5733432
4934,太極,26,桃園市中壢區自強一路5號,陳怡光,"$2,250,000,000","225,000,000",24.970768,121.2435461
4935,茂林-KY,26,桃園市中壢區民權路三段1149號,蔡宗霖,"$1,288,640,910","128,864,091",24.9913584,121.2091089
4938,和碩,25,台北市北投區立功街76號5樓,謝如蕙,"$26,822,001,030","2,682,200,103",25.1251554,121.4696439
4942,嘉彰,26,桃園市蘆竹區南山路二段205巷45號,鄭力銓,"$1,423,676,130","142,367,613",25.0618527,121.2853014
4943,康控-KY,28,23674新北市土城區承天路35號2樓,戴暐倫,"$1,266,943,530","126,694,353",24.9648893,121.4375982
4949,有成精密,26,新竹市公道五路二段180 號4樓,徐龍耀,"$674,326,430","67,432,643",24.800212,121.0040659
4952,凌通,24,新竹市科學園區工業東四路19號,劉淑勤,"$1,088,158,160","108,815,816",24.7748707,121.0086467
4956,光鋐,26,台南市新市區看西路7號,許明森,"$1,004,082,360","100,408,236",23.0929397,120.2622692
4958,臻鼎-KY,28,桃園市大園區三石里三和路28巷6號,凌惇,"$10,705,658,980","1,070,565,898",25.0720571,121.2564242
4960,誠美材,26,74148台南市善化區木柵港西路13號,楊朝智,"$5,717,053,880","571,705,388",23.105012,120.2576604
4961,天鈺,24,(30078)新竹科學園區新竹市篤行路6-8號3樓,陳志豪,"$1,212,536,030","121,253,603",24.7702645,121.022815
4967,十銓,24,(235)新北巿中和區建一路166號3樓,夏紹安,"$849,632,880","84,963,288",24.9977805,121.4877378
4968,立積,24,台北市114內湖區堤頂大道二段407巷20弄1號3樓,鄧維康,"$922,098,980","92,209,898",25.081076,121.563425
4976,佳凌,26,台中市潭子區建國路24號,柯卉蓁,"$1,413,510,000","141,351,000",24.2189573,120.6992803
4977,眾達-KY,27,"4F.,Harbour Place,103 S Church St.,PO Box 10240,Grand Cayman",莊敏男,"$801,898,410","80,189,841",19.2928749,-81.3851167
4989,榮科,28,台北市松山區八德路四段83號5樓,劉家和,"$1,377,765,000","137,776,500",25.0485917,121.5603404
4994,傳奇,30,台北市信義區市民大道六段288號7樓,周秋美,"$663,834,000","66,383,400",25.0492213,121.5792941
4999,鑫禾,28,(221)新北市汐止區康寧街169巷27-1號,黃銘鋒,"$744,172,000","74,417,200",25.0686516,121.622356
5007,三星,10,台南市歸仁區南興里中山路三段355-6號1F,許春宵,"$2,949,401,540","294,940,154",22.9672434,120.2788108
5203,訊連,30,新北市新店區民權路100號15樓,蔡明鋒,"$791,825,500","79,182,550",24.9830424,121.5361445
5215,科嘉-KY,25,新北市中和區連城路168號8樓,林志峰,"$643,375,000","64,337,500",24.9974921,121.4935361
5222,全訊,24,74145南部科學園區台南市新市區大順七路90號,盧豐智,"$909,469,680","90,946,968",23.1049063,120.2874498
5225,東科-KY,31,"P.O.Box 32052, Grand  Cayman KY1-1208, Cayman Islands",張柏照,"$791,144,990","79,114,499",19.3221698,-81.2408689
5234,達興材料,26,臺中市西屯區科園一路15號,郭宗鑫,"$1,027,159,110","102,715,911",24.204932,120.607608
5243,乙盛-KY,26,新北市土城區中央路四段2號12樓之3,林猷清,"$1,685,289,150","168,528,915",24.9634567,121.4257795
5244,弘凱,26,桃園市桃園區汴洲里春日路1492之1號7樓,曾智宏,"$682,418,990","68,241,899",25.0296667,121.3049783
5258,虹堡,25,(23143)新北市新店區北新路3段207-5號6樓,黃佳華,"$1,103,648,940","110,364,894",24.9847433,121.5399965
5269,祥碩,24,新北市新店區民權路115號6樓,林哲偉,"$747,771,290","74,777,129",24.9827103,121.5361262
5283,禾聯碩,6,(333001)桃園市龜山區樂善里文禾路289號9樓,雷鎵駿,"$876,005,100","87,600,510",25.051865,121.3905197
5284,jpp-KY,20,台北市中山區松江路152號11樓1112室,鍾國圳,"$528,926,830","52,892,683",25.0542066,121.5328637
5285,界霖,24,高雄市楠梓區中央路58號,吳念誼,"$1,020,409,260","102,040,926",22.7246168,120.3034723
5288,豐祥-KY,5,新北市新莊區新樹路315巷10號,高宏鎰,"$697,300,220","69,730,022",25.0190442,121.4346159
5292,華懋,35,桃園市中壢區中山路88號17樓,李賴明祝,"$421,080,000","42,108,000",24.9554285,121.2264626
5306,桂盟,37,台南市永康區中華路425號8F-5,陳泳仁,"$1,260,007,720","126,000,772",23.0100252,120.2326868
5388,中磊,27,台北市南港區園區街3-1號8樓,陳正弘,"$3,043,425,420","304,342,542",25.0575543,121.6119974
5434,崇越,29,臺北市內湖區洲子街176號6樓,黃玉真,"$1,913,426,640","191,342,664",25.0813668,121.5671589
5469,瀚宇博,28,桃園市觀音區樹林里工業四路9號,簡佩琪,"$4,861,660,000","486,166,000",25.0571049,121.1194323
5471,松翰,24,新竹縣竹北市台元街36號10樓之1,潘銘鍠,"$1,678,770,620","167,877,062",24.8425664,121.0173108
5484,慧友,26,新北市新店區寶橋路235巷133號7樓之一,許至瑋,"$668,010,000","66,801,000",24.9840215,121.5518787
5515,建國,14,台北市敦化南路二段67號20樓,孔思嘉,"$2,016,000,840","201,600,084",25.0307925,121.5493622
5519,隆大,14,高雄市前鎮區民權二路380號18樓之1,陳又齊,"$2,191,971,800","219,197,180",22.6107977,120.3139171
5521,工信,14,台北市市民大道四段102號8樓,李桂潀,"$4,922,801,550","492,280,155",25.044463,121.5499789
5522,遠雄,14,台北市信義區基隆路一段200號16樓,謝清林,"$7,815,962,410","781,596,241",25.0402836,121.5634907
5525,順天,14,台中市文心路二段201號3樓,林丙申,"$3,181,053,780","318,105,378",24.1597314,120.647302
5531,鄉林,14,台中市西區台灣大道二段408號,洪勝義,"$10,775,892,450","977,589,245",24.1554162,120.6641398
5533,皇鼎,14,台北市敦化南路一段294號3樓,曹羅方,"$2,852,449,440","285,244,944",25.0361483,121.5483023
5534,長虹,14,台北市北平東路30號11樓,陳茂慶,"$2,903,259,600","290,325,960",25.0455187,121.5267942
5538,東明-KY,10,高雄市岡山區中山北路140號15樓(訴訟及非訟代理人聯絡處),柯文玲,"$2,012,033,330","201,203,333",22.7971777,120.2985587
5546,永固-KY,14,台北市松山區復興北路99號15樓,簡國釧,"$823,534,020","82,353,402",25.0526544,121.5445375
5607,遠雄港,15,台北市信義區基隆路1段200號23樓之1,許厥偉,"$3,705,529,130","370,552,913",25.0419415,121.5653136
5608,四維航,15,台北市105松山區復興北路167號16樓,許綱倫,"$3,892,716,140","389,271,614",25.053975,121.5443208
5706,鳳凰,16,台北市長安東路一段25號4樓,卞傑民,"$849,109,200","84,910,920",25.0494729,121.5239533
5871,中租-KY,20,台北市內湖區瑞光路362號(訴訟及非訟代理人聯絡處),廖英智,"$18,614,211,610","1,711,421,161",25.0772498,121.5723666
5876,上海商銀,17,台北市中山區民權東路一段2號,呂紹宇,"$48,616,031,400","4,861,603,140",25.0624973,121.5230842
5880,合庫金,17,"臺北市松山區長安東路二段225號17樓,19樓",陳幼婉,"$157,000,000,000","15,680,936,914",25.0483677,121.5453973
5906,台南-KY,18,台南市東區東門路二段297號1樓,黃鋕沅,"$357,414,120","35,741,412",22.9835817,120.2267034
5907,大洋-KY,18,台北市大安區復興南路二段237號14樓(訴訟及非訴訟代理人聯絡處),張進國,"$1,955,310,000","195,531,000",25.0258844,121.5435746
6005,群益證,17,台北市民生東路三段156號14樓之3,周賢陽,"$21,709,080,970","2,170,908,097",25.0573596,121.5477531
6024,群益期,17,台北市大安區敦化南路2段97號地下1樓,毛振華,"$2,499,375,840","249,937,584",25.0288504,121.5494477
6108,競國,28,新北巿樹林區俊英街84巷6號,蔡政宏,"$1,569,943,110","156,994,311",25.0055645,121.4298286
6112,邁達特,30,台北市114內湖路一段516號10樓,林弘香,"$1,883,573,360","188,357,336",25.0802305,121.5738804
6115,鎰勝,28,桃園市龜山區大華里頂湖路50號,高事榮,"$1,876,621,540","187,662,154",25.0409975,121.3631545
6116,彩晶,26,台北市內湖區行善路168巷15號4樓,邱博興,"$28,586,548,510","2,858,654,851",25.0589011,121.5787872
6117,迎廣,25,桃園市龜山區南上路350巷57號,康博興,"$925,429,690","92,542,969",25.04316,121.303628
6120,達運,26,新竹縣湖口鄉光復北路20-1號,荊國泰,"$5,989,996,020","598,999,602",24.8750744,121.0314507
6128,上福,25,台中市梧棲區自強路50號,黃懷德,"$1,275,887,400","127,588,740",24.2349206,120.5283684
6133,金橋,28,新北市深坑區北深路三段270巷6號3樓,邱建明,"$1,170,062,940","117,006,294",25.0050819,121.598445
6136,富爾特,27,新北市新店區寶強路6-3號5樓,鄭正川,"$1,155,364,120","115,536,412",24.9781959,121.543864
6139,亞翔,31,新北市汐止區大同路一段175號14樓,蔣曉麟,"$2,353,295,470","235,329,547",25.0573694,121.6328575
6141,柏承,28,台北市大安區基隆路二段112號12樓,張美齡,"$1,133,540,050","113,354,005",25.0291888,121.5570036
6142,友勁,27,台北市內湖區新湖三路275號2F,鄭吉智,"$3,307,792,150","330,779,215",25.065912,121.582648
6152,百一,27,桃園市中壢區自強一路3號,陳衍史,"$1,677,384,630","167,738,463",24.969487,121.2442681
6153,嘉聯益,28,新北市樹林區博愛街248號,傅賢基,"$6,361,776,940","636,177,694",24.9850038,121.4233061
6155,鈞寶,28,桃園市平鎮區南豐路269號,蔡裕江,"$880,239,880","88,023,988",24.8997171,121.1997649
6164,華興,26,新北市新店區中正路542-5號5樓,倪志誠,"$800,000,000","80,000,000",24.9853306,121.5337444
6165,浪凡,36,臺北市士林區中山北路五段506號4樓,王亦衡,"$777,526,230","77,752,623",25.0928962,121.5282738
6166,凌華,25,桃園市龜山區華亞一路66號,陳淑芬,"$2,175,952,570","217,595,257",25.0406772,121.3727904
6168,宏齊,26,新竹市中華路五段522巷18號,蘇育慧,"$2,060,698,010","206,069,801",24.7736214,120.9171364
6176,瑞儀,26,高雄市前鎮區中六路一號,黃涼,"$4,650,272,630","465,027,263",22.5994751,120.2906511
6177,達麗,14,台北市中山區建國北路一段96號10樓,廖政雄,"$4,718,784,110","471,878,411",25.0503603,121.5362909
6183,關貿,30,台北市南港區三重路19-13號6樓,陳雪桃,"$1,500,000,000","150,000,000",25.0586417,121.6134958
6184,大豐電,20,新北市土城區中華路二段207號5樓,劉家君,"$1,582,306,570","158,230,657",24.9736439,121.4381488
6189,豐藝,29,臺北市內湖區環山路一段32號4樓,杜懷琪,"$2,637,796,570","263,779,657",25.0855908,121.5649175
6191,精成科,28,新北市新店區民權路48-3號4樓,楊建輝,"$4,993,030,000","499,303,000",24.983076,121.5395117
6192,巨路,31,台北市南港區園區街3之1號12樓,周行,"$961,557,700","96,155,770",25.0566092,121.6118472
6196,帆宣,31,台北市南港區園區街3-2號6樓,林育業,"$2,185,935,430","218,593,543",25.0585014,121.6119791
6197,佳必琪,28,新北市中和區建一路176號9樓,易瑋鈴,"$1,220,858,820","122,085,882",24.9972688,121.4879389
6201,亞弘電,31,台南市安定區中沙里沙崙35號,許瑞&#23791;,"$892,000,000","89,200,000",23.0755393,120.2077663
6202,盛群,24,新竹科學園區新竹市研新二路3號,潘建州,"$2,303,882,000","230,388,200",24.7765418,120.9894875
6205,詮欣,28,新北市汐止區大同路三段188號7樓,徐瑋莉,"$822,359,070","82,235,907",25.07391,121.674551
6206,飛捷,25,台北市內湖區行愛路168號,徐嘉宏,"$1,430,623,240","143,062,324",25.0645411,121.5794095
6209,今國光,26,台中市梧棲區向上路九段562巷91號,林炳鏻,"$1,751,991,210","175,199,121",24.2279395,120.5163071
6213,聯茂,28,新竹縣新埔鎮內立里大魯閣路17號,蔡馨(日彗),"$3,634,172,180","363,417,218",24.813579,121.0880161
6214,精誠,30,台北市內湖區瑞光路318號,鍾志&#32675;,"$2,722,430,660","272,243,066",25.0766335,121.5735207
6215,和椿,31,台北市內湖區洲子街60號1樓,朱鋑隆,"$827,896,930","82,789,693",25.079351,121.5724933
6216,居易,27,新竹縣湖口鄉新竹工業區復興路26號,文長中,"$969,813,870","96,981,387",24.8690521,121.0053355
6224,聚鼎,28,新竹科學園區工業東四路24之1號,侯全興,"$856,453,610","85,645,361",24.7758873,121.0061479
6225,天瀚,26,臺北市松山區中正里長安東路2段215號9樓之一,鄭又晉,"$278,000,000","27,800,000",25.0483776,121.5274187
6226,光鼎,26,新北市中和區建康路8號11樓,馬明珺,"$1,155,347,890","115,534,789",24.9997697,121.4864483
6230,尼得科超眾,25,新北市三重區中興北街184-3號,澄川洋平,"$863,433,960","86,343,396",25.0582511,121.4687827
6235,華孚,25,台北市南港區南港路一段209號6樓,甘錦添,"$1,999,063,060","199,906,306",25.0546626,121.6114872
6239,力成,24,新竹縣湖口鄉新竹工業區大同路10號,沈俊宏,"$7,591,466,340","759,146,634",24.8693044,120.9983556
6243,迅杰,24,新竹科學工業園區新竹市力行路21號4樓,詹筱秦,"$452,688,410","45,268,841",24.7630638,121.0232136
6257,矽格,24,新竹縣竹東鎮北興路1段436號,陳祺昌,"$4,839,123,250","483,912,325",24.7333375,121.0990736
6269,台郡,28,高雄市大寮區和發產業園區上發五路1號,熊雅士,"$3,231,314,810","323,131,481",22.6054605,120.4291599
6271,同欣電,24,桃園市八德區和平路1125巷88號,呂紹萍,"$2,090,580,240","209,058,024",24.9650638,121.321079
6272,驊陞,28,(221)新北市汐止區大同路一段237號15樓之1,陳正煌,"$817,639,480","81,763,948",25.0587339,121.634344
6277,宏正,25,新北市汐止區大同路二段125號3樓,田慶威,"$1,194,711,660","119,471,166",25.0639687,121.6504901
6278,台表科,26,桃園市桃園區大樹里桃鶯路437號,王嘉真,"$2,923,983,530","292,398,353",24.9789863,121.3216993
6281,全國電,29,新北市五股區五工六路55號,林奕君,"$991,729,450","99,172,945",25.0685965,121.4461253
6282,康舒,28,臺北市北投區中央南路2段18號,薛惠文,"$8,560,291,250","856,029,125",25.1262468,121.5000923
6283,淳安,31,台北市內湖區新湖二路146巷19號2樓,蔣凱如,"$1,489,813,430","148,981,343",25.0631734,121.5791152
6285,啟碁,27,新竹科學園區園區二路20號,宋芬瓊,"$4,840,206,290","484,020,629",24.7784526,120.9992969
6405,悅城,26,桃園市中壢區北園路18號,陳春夏,"$658,000,000","65,800,000",24.9785364,121.2434106
6409,旭隼,31,11494台北市內湖區新湖一路406號,王介民,"$877,035,660","87,703,566",25.0645033,121.5841355
6412,群電,28,新北市三重區光復路二段 69 號30樓,陳學毅,"$4,007,691,260","400,769,126",25.056471,121.4726721
6414,樺漢,25,(235)新北市中和區建康路10號3至6樓,莊宗憲,"$1,375,402,520","137,540,252",24.9997878,121.4864545
6415,矽力*-KY,24,新北市中和區板南路653號10樓,梁翠嫚,"$971,647,767","388,659,107",25.007814,121.484059
6416,瑞祺電通,27,新北市新莊區建國一路308號12樓,陳衍詳,"$733,484,600","73,348,460",25.0246878,121.4348235
6426,統新,27,台南市新市區南科三路7號4樓,李英坤,"$385,090,000","38,509,000",23.098859,120.2841499
6431,光麗-KY,22,臺北市中山區南京東路3段1號5樓,王翔遠,"$973,988,350","97,398,835",25.0523713,121.5281453
6438,迅得,31,桃園市中壢區榮民路421號,黃發保,"$822,063,250","82,206,325",24.9606214,121.261396
6442,光聖,27,新北市淡水區中正東路二段27-8號13樓,莊國安,"$780,732,880","78,073,288",25.1565829,121.4595526
6443,元晶,26,新北市新店區北新路3段225號8樓,江郅豪,"$5,386,914,660","512,796,730",24.9862723,121.5396748
6446,藥華藥,22,台北市南港區園區街3號13樓,林國鐘,"$3,796,293,700","379,629,370",25.0584861,121.6118825
6449,鈺邦,28,苗栗縣竹南鎮科東三路2、6號4樓,李佩玲,"$919,185,140","91,918,514",24.7067533,120.9198142
6451,訊芯-KY,24,台北市信義區光復南路495號11樓之5,王耀偉,"$1,074,648,000","107,464,800",25.032316,121.5582738
6456,GIS-KY,26,苗栗縣竹南鎮科中路12號8樓(訴訟及非訟代理人聯絡處),林原平,"$3,379,398,000","337,939,800",24.7097132,120.9154734
6464,台數科,20,台中市西屯區文心路二段201號6樓之6,廖紫岑,"$1,287,815,320","128,781,532",24.1597498,120.6469295
6472,保瑞,22,台北市內湖區瑞光路26巷36弄2號6樓,王錦菊,"$1,273,636,330","127,363,633",25.0689612,121.5822221
6477,安集,26,台南市安南區科技五路19號,林婉玲,"$1,237,871,960","123,787,196",23.0470203,120.1440223
6491,晶碩,22,桃園市龜山區興業街5號2樓之1,王景祥,"$780,000,000","78,000,000",24.9880325,121.3278367
6504,南六,20,高雄市燕巢區角宿里四林路699號,許長成,"$726,000,000","72,600,000",22.7830294,120.3445753
6505,台塑化,23,台北市內湖區南京東路六段380號(A2棟)4樓,林克彥,"$95,259,596,520","9,525,959,652",25.0592891,121.5868956
6515,穎崴,24,高雄市楠梓區創意南路68號,陳紹焜,"$360,416,420","36,041,642",22.712931,120.3008558
6525,捷敏-KY,24,新北市中和區橋安街35號10樓,王瑞萍,"$1,290,473,840","129,047,384",25.0051563,121.492123
6526,達發,24,新竹縣竹北市台元二街12號14樓之1,謝孟翰,"$1,675,055,540","167,505,554",24.8406802,121.0165574
6531,愛普*,24,新竹縣竹北市台元一街一號10樓之一,林郁昕,"$813,313,855","162,662,771",24.8416648,121.0183145
6533,晶心科,24,新竹科學園區新竹市力行一路1號3樓A1-4,李耿民,"$506,509,110","50,650,911",24.7737497,121.0160503
6534,正瀚-創,22,南投縣南投市內興里文獻路89號,羅心君,"$1,028,000,000","102,800,000",23.9336191,120.6977181
6541,泰福-KY,22,"P.O. Box 31119, Grand Pavilion, 802 West Bay Rd., KY1-1205",Stephen Lam,"$2,649,563,670","264,956,367",19.3292856,-81.3808321
6550,北極星藥業-KY,22,"P.O. Box 309, Ugland House,Grand Cayman, KY1-1104, Cayman",張婉妤,"$8,598,926,880","859,892,688",19.2924396,-81.3857791
6552,易華電,24,高雄市楠梓區新開發路8號,黃梅雪,"$830,000,000","83,000,000",22.7239797,120.3101778
6558,興能高,31,新竹科學園區新竹市展業一路9號6樓之一、之三,謝祥豪,"$937,888,750","93,788,875",24.7837165,121.0015086
6573,虹揚-KY,24,新北市新店區北新路三段207-5號4樓,程御峰,"$804,993,450","80,499,345",24.9847808,121.5399319
6579,研揚,25,新北市新店區寶橋路235巷135號5樓,杜昀真,"$1,694,512,210","169,451,221",24.9841347,121.5518431
6581,鋼聯,35,彰化縣伸港鄉彰濱工業區線工北一路36號,林琨傑,"$1,112,708,870","111,270,887",24.1546964,120.4511486
6582,申豐,11,屏東縣枋寮鄉太源村中山路三段55號,曾建稄,"$1,061,741,410","106,174,141",22.4063662,120.5872875
6585,鼎基,20,高雄市小港區北林路8-1號,林庚賢,"$721,335,870","72,133,587",22.5566756,120.3711413
6589,台康生技,22,新北市汐止區康寧街169巷101號,劉理成,"$3,066,002,110","306,600,211",25.0700474,121.6227339
6591,動力-KY,25,新北市中和區建一路166號9樓、9樓之一,姚成旻,"$411,224,650","41,122,465",24.9977805,121.4877378
6592,和潤企業,20,台北市內湖區瑞光路605號10樓,楊鎧榮,"$7,231,504,930","623,150,493",25.0801703,121.5669653
6598,ABC-KY,22,台北市內湖區行忠路28巷1號6樓,何重人,"$1,028,110,610","102,811,061",25.0650441,121.5777819
6605,帝寶,12,彰化縣鹿港鎮頭南里南勢巷20-3號,呂理豐,"$1,658,163,970","165,816,397",24.0876521,120.461535
